Y,X,XX
0,-0.254472682,-0.209577143
0,-0.118848739,-0.788473319
0,0.231641732,-0.020506517
0,-0.15955434,-0.461529317
0,0.125405256,-0.957775359
0,0.208495782,0.908663227
0,-0.186189497,-0.897731047
0,-0.497415703,-1.120717073
0,0.154508082,0.631959783
0,0.876544698,-1.481720551
0,-0.212087776,0.982642078
0,-0.423731803,0.090021107
0,-0.327384625,-0.643709664
0,-0.467259872,-0.522746841
0,-0.430963164,-0.290032311
0,-0.190966051,-0.29555862
0,0.371740227,-0.203710534
0,1.101082822,-1.529455089
0,-1.066477887,0.577368965
0,0.955269567,-0.111386331
0,0.929387735,-1.1583496
0,0.461304498,1.439792772
0,-0.506874513,-0.303839691
0,0.350835554,-0.894645099
0,-1.275907271,-0.420567142
0,-0.039142998,-0.492846593
0,-1.138175564,-0.830189244
0,-0.329129979,-0.746205974
0,2.462010105,0.594262064
0,-0.413810489,-1.081985686
0,-0.356280602,-1.044901799
0,-0.236627993,-0.700158534
0,-1.613625346,-0.726591021
0,-0.438214643,0.110162582
0,0.440529215,-0.11373236
0,-0.801068748,-0.381652222
0,-0.135265292,-0.373238564
0,2.372235649,3.801112948
0,-0.812287225,-0.038784517
0,-0.727808949,-0.17756103
0,0.825519374,1.125638412
0,-1.405362354,0.085765418
0,-0.200635483,-0.424142015
0,0.561376575,0.296560091
0,0.228368409,-0.053747659
0,-0.054335827,-0.907982629
0,0.920623229,-0.291788033
0,0.109686401,0.055218068
0,0.499558708,0.016322819
0,-0.030196067,0.012157434
0,-0.86212636,-0.180483155
0,-0.513108357,-1.024284222
0,-1.287325364,1.113013931
0,-0.493195104,0.350423887
0,0.49679696,0.970669195
0,-0.677018284,-0.825597404
0,-1.292194792,1.546079873
0,-0.666439738,-0.697083996
0,-0.732006019,-1.107860887
0,0.475459861,-1.521837735
0,0.484617042,0.071522618
0,-1.872932781,0.247780877
0,0.311651837,1.857653939
0,0.396998045,-0.023138184
0,-0.449032311,-0.6539827
0,-0.861209325,2.036706843
0,-0.165736186,-0.515928741
0,0.448293353,1.226614504
0,0.019393028,-0.103386967
0,0.411572231,1.453711949
0,-0.365090385,-0.161886964
0,-0.335261004,-0.372401883
0,-0.349018053,-0.947157563
0,0.261324547,-0.617938632
0,0.431219558,-0.181795363
0,-0.477671966,-0.477862872
0,-1.861869393,-0.357676464
0,0.985793004,-0.667985526
0,-1.046837376,-1.210226227
0,0.408253241,-0.358938666
0,-1.670332779,-0.407697243
0,-0.185160762,-0.603602499
0,0.058558462,-1.030855298
0,1.753377824,3.593082087
0,-1.431676563,-1.265684428
0,2.728162575,3.535881818
0,-0.365524459,-0.233421182
0,0.159950498,-0.47207386
0,-1.795237643,-1.335732687
0,0.677346314,1.029704775
0,1.034867113,1.658806115
0,1.137834815,3.909056816
0,0.01431371,0.297490246
0,0.746649119,-0.54053065
0,0.12343852,-0.753883382
0,-0.357791752,-1.067481302
0,1.10897409,0.372151601
0,-0.319551485,-0.542842315
0,-0.261955017,-0.527039085
0,0.242391583,0.705212477
0,-0.224287007,-0.19729492
0,-0.221110032,-0.545366478
0,-0.18224208,-1.220069108
0,1.017455755,-0.094668485
0,-0.245593108,-1.091522772
0,2.111507071,3.465646244
0,-0.440120446,-0.558665788
0,-0.760654479,1.573421499
0,-0.047653537,-0.828625792
0,-0.987645105,1.3534624
0,-0.382844203,0.013571496
0,-1.439126686,0.011145971
0,1.881547493,3.608814531
0,0.383149872,-0.005884102
0,-3.425351081,1.164820542
0,0.566886657,0.250640429
0,-0.617997169,-0.428987746
0,2.432958623,-0.672431963
0,-2.170044494,-1.398585648
0,-1.235347401,-0.241873995
0,-0.17187946,0.093365516
0,0.832747706,0.411702374
0,-0.712613977,-0.789848262
0,-0.214255507,-0.502423356
0,-0.086645376,1.37965633
0,0.620654035,-0.454815007
0,-1.449114973,-0.188217673
0,-0.049196711,0.05679487
0,-0.741702147,0.090125085
0,-0.581262529,-0.297351146
0,-2.532345505,-1.469960504
0,-0.413713118,-0.475389
0,-0.742352175,-0.360376364
0,-0.807976884,-0.188230452
0,-0.416332275,-0.20563467
0,-0.105465723,-0.479647497
0,-1.940162831,1.264118537
0,0.405932644,-0.363040835
0,-0.474415742,-0.691456481
0,-0.554783754,-0.902045592
0,-2.903480893,-1.535532385
0,1.219798619,4.700368422
0,0.405516369,-0.194042282
0,-0.593353317,1.08537104
0,0.036576889,-0.518936607
0,1.366479386,4.885995928
0,-0.389018472,-1.075500908
0,-0.584814364,-1.160389803
0,-0.382322814,-0.737958298
0,-0.825452293,-0.91322294
0,0.430336344,0.497869075
0,-0.225132195,-0.816066395
0,-0.284728465,0.608972251
0,0.131546368,-0.567519245
0,-0.557397894,0.840298903
0,0.754274552,-0.496412436
0,-3.28832846,-1.592675445
0,-0.213645103,0.516541757
0,0.377362216,0.161383023
0,-0.657035725,-0.9869917
0,-0.499339363,-0.208212465
0,-0.080354776,-0.379531669
0,1.0364109,-0.960835689
0,0.237415085,1.644747715
0,0.630848775,0.2235388
0,0.524369305,-0.520814757
0,2.843953866,-1.533372542
0,0.188802705,-0.857076762
0,-1.18449427,0.661772583
0,-0.426470579,0.26976035
0,0.244459305,0.599505682
0,0.273454491,1.473168919
0,0.192918086,-1.291538589
0,-0.993855889,0.377588754
0,0.518565999,0.772581816
0,-0.29917681,1.414215632
0,-1.735235127,0.437159232
0,1.057957419,1.780065055
0,-0.169459801,-0.839826944
0,-0.470362029,-0.766846568
0,0.307163632,-0.247811684
0,0.93180418,0.265476791
0,-0.503006121,-0.704088585
0,1.815712877,3.450554739
0,0.012723513,1.054806483
0,0.156300647,-0.301037924
0,-0.148114475,0.070058882
0,0.802696571,0.161066394
0,0.132875416,-0.39544512
0,0.968764271,-0.030220318
0,0.051866281,-0.127212058
0,1.666073404,0.241150775
0,0.050955407,-1.191853673
0,-0.671277423,0.135034959
0,-2.433875401,0.401415066
0,-0.521686628,-0.889243856
0,-0.05812043,0.024699645
0,-0.530185019,0.346836534
0,0.037820646,-0.354354124
0,0.658335098,0.076302255
0,1.115697267,0.779935032
0,-1.23798072,-0.052546786
0,0.071593877,-0.065549909
0,-0.720879554,-0.161474036
0,-0.517368911,-0.605832983
0,0.615015285,0.605586817
0,-1.279812534,-0.829868455
0,-0.539420695,-0.354963102
0,-0.069982638,-0.163030549
0,-0.258737472,-0.333042696
0,2.292411463,3.732919169
0,-0.404266109,-0.517287983
0,-0.412335304,-0.249470608
0,0.163187096,0.922956507
0,0.042833588,-0.620503779
0,0.87767863,-0.259953908
0,-0.357612762,-0.935813918
0,0.062695423,-0.388148248
0,-0.577408214,0.99733102
0,-0.221120052,-0.576536703
0,2.407053341,4.030193504
0,-0.877592423,-0.189291628
0,2.317890389,3.871978288
0,-0.181220215,-0.370040028
0,-0.750507032,-0.083799134
0,-0.011360889,-0.844864087
0,-0.321303616,0.840123751
0,-0.987847693,-0.756997952
0,1.012778142,-0.206445852
0,-0.133100691,-0.330719684
0,-0.409026721,-0.949167321
0,-0.712495127,-0.749223476
0,-1.00109594,-0.867448195
0,-0.397593456,-0.677186464
0,-0.451664556,-0.179162687
0,-1.257064613,0.153264023
0,-0.333018375,0.003528678
0,-0.639999374,0.1033909
0,-1.244913554,0.182415719
0,0.531247714,-0.089676336
0,-1.301707652,-0.383273646
0,-0.839516525,0.03654075
0,-0.536579817,0.06635444
0,-1.363510973,-0.366371406
0,-0.230789357,-0.025974293
0,-0.136113375,-0.553195816
0,-0.409494426,0.171846934
0,-0.503085021,-0.704059795
0,-0.787409534,-0.731799472
0,0.008855843,0.2723386
0,0.002255715,0.567397131
0,-1.003614596,0.026160877
0,-0.608164318,-0.718667057
0,-0.326043845,-0.948289138
0,-0.61483667,0.099766479
0,1.340025825,4.555721561
0,0.318651014,0.73131881
0,0.699600228,0.194100065
0,0.847138498,-0.630922906
0,0.062481135,-0.310830913
0,2.162043973,4.067598726
0,-0.037130369,1.027668765
0,1.14956117,0.42285717
0,0.486242237,-0.042579254
0,-0.361621044,-0.86377164
0,-0.274567346,0.286856036
0,1.960141371,3.547407052
0,-0.030500705,-0.172391475
0,-0.094823255,-0.991399604
0,-0.540452136,0.099952641
0,-0.160509868,-0.319185241
0,-0.160030308,-0.177495043
0,-0.378402384,-0.168184372
0,1.883661447,-1.45744981
0,0.222084575,0.985392604
0,0.384230965,0.476158217
0,-0.32020852,-0.725132714
0,-1.74726837,1.067328718
0,2.990005458,3.359167313
0,-0.204490114,0.125077916
0,-0.22963353,-0.219427652
0,-0.050960154,-0.89709576
0,-0.485869902,0.954722458
0,-3.020239784,2.609574214
0,-0.953511567,-0.066068681
0,-2.641522444,0.270360035
0,-1.620134656,0.743998282
0,-0.91955865,1.644716181
0,0.026069382,-0.658290362
0,2.523228214,3.401659686
0,0.493423277,-0.839303367
0,-0.33773123,1.481386786
0,0.63023807,0.68870612
0,-0.18625872,-0.407005836
0,-0.186917631,0.11816665
0,-0.165947935,-0.134656177
0,-0.148268611,-0.593767371
0,0.324298653,-0.368796604
0,-1.070908079,0.408182042
0,-0.844089791,0.291524314
0,-0.796919012,1.831509598
0,-1.765424884,-0.2709338
0,0.674411001,-0.714821635
0,-0.201232229,-0.701165909
0,-0.637767978,0.744832796
0,-0.479632032,-0.877409673
0,-1.541402248,-0.909771281
0,-0.874789814,-0.382503213
0,1.845442302,4.786768985
0,-0.355303885,0.170635748
0,1.691992547,-0.610508831
0,0.114723688,1.142200794
0,-0.093233476,0.439161637
0,0.634500462,0.247586863
0,-0.848055163,0.723488884
0,2.876834687,-2.929059063
0,-0.477200379,-0.882179703
0,-0.958265258,-0.529095357
0,-0.226644137,-0.196434838
0,-0.791206824,-0.946769853
0,-0.58516276,-0.879117005
0,0.213596317,-0.071615964
0,-0.507372747,-0.872610587
0,0.117387094,-0.48700501
0,0.037592712,-1.954022993
0,1.902446184,-1.483921032
0,-0.873070842,1.091286895
0,0.331134992,3.924775292
0,-0.111803361,-0.902908898
0,0.743474737,-0.958746104
0,-0.244213613,-0.943601872
0,-0.222074094,-0.781526091
0,-0.975227046,-0.621729781
0,1.0009014,0.608625995
0,0.309464886,-0.589298733
0,0.895750047,1.666168006
0,-0.19881627,-0.361698233
0,2.741258097,2.958387447
0,1.433186415,3.956627977
0,-0.971022939,-0.648426065
0,-1.068192178,-0.234602783
0,-0.600183901,0.649879135
0,-1.262633317,0.235319437
0,-0.187947453,-0.143309443
0,-0.73613029,0.163368893
0,-1.241627243,-0.140154703
0,0.35131374,-0.24990747
0,-0.258938893,0.372521291
0,0.195765951,-0.48841072
0,-0.734596854,0.628085683
0,0.787186931,-0.434306751
0,0.008652382,-0.332147549
0,-0.107115844,-0.245547936
0,-0.710018275,-0.068717632
0,-1.019100579,-0.546028215
0,0.271870706,-0.174343236
0,-1.045509672,0.18054023
0,-0.473708663,0.682317752
0,3.317132433,3.246343975
0,0.236472973,-0.583399122
0,-1.740503754,-0.877664124
0,0.057619131,-0.662494921
0,1.647444896,3.735537262
0,-0.082992892,-0.550431011
0,-0.121285655,-0.441539216
0,-0.486406323,-0.962104494
0,-0.184031018,-0.369014407
0,0.08186399,-1.296562849
0,0.256568781,0.665113965
0,-0.702219347,0.580113818
0,-0.525911193,0.11177972
0,2.112430682,4.683822347
0,0.127257009,-0.57633799
0,-0.870210432,-0.390166701
0,0.598922599,1.089545303
0,-0.69944035,-1.149613435
0,-1.761369696,0.768238679
0,-0.410686481,-0.313108818
0,0.13695533,0.069964686
0,-0.826535838,-0.842157181
0,-0.366605986,-0.685643017
0,-0.013601452,-1.1190474
0,-0.060182783,-0.020630375
0,-0.06252827,-1.407904914
0,-0.224491184,-1.567267403
0,2.148079682,3.620851431
0,0.000666531,-0.168951968
0,-0.394458957,-1.077717725
0,-0.830895821,-0.761038405
0,-0.339775982,-0.252778479
0,-0.724770934,0.169803624
0,1.427171406,-0.856861801
0,1.442330285,-1.421397129
0,-0.319949195,-1.421015338
0,-1.137374439,0.394306227
0,-0.123342853,0.151905713
0,2.476428931,3.722736461
0,2.159449431,-2.187319363
0,-1.094200082,-0.921221378
0,0.352180077,-0.745359353
0,0.309747512,0.065227306
0,0.579526749,-0.053550783
0,0.596227111,1.669259237
0,-0.874039197,-0.859103193
0,-0.491635331,-1.646703458
0,-1.117051288,1.064652577
0,0.115123953,0.064818649
0,0.642468989,-0.681825658
0,-0.09489713,-0.015143507
0,-1.556576175,0.358310139
0,-0.084159412,-0.07301401
0,-0.759997283,0.227839003
0,-0.289610801,-0.667474994
0,-1.134419495,-0.962313865
0,-0.162959254,0.076965743
0,0.689654392,0.496943587
0,-0.733359978,-1.482698424
0,0.726810381,-1.259045575
0,-0.780508868,0.77713079
0,0.283061205,-2.074269006
0,-0.469584296,-1.546518311
0,-0.761439174,-0.591460544
0,-0.735927955,-1.38528243
0,-0.250492548,-1.251437478
0,0.50378874,-1.407946764
0,0.611901034,0.48873062
0,0.280493227,-1.976853012
0,0.104830623,2.374669179
0,0.833533983,2.30739937
0,0.372656606,0.786861481
0,-0.335151033,0.374666691
0,-1.587026077,-0.077683268
0,-0.251344251,-0.918374802
0,-0.847199655,-0.677329924
0,-1.047208043,1.39240704
0,-0.686005339,-1.435876052
0,0.845214044,-0.906495654
0,-0.452078373,0.243131974
0,-0.256792934,-0.713327332
0,1.207024631,-0.497431273
0,-0.117735027,-1.770334408
0,0.388231262,-0.630346026
0,-0.162105163,-2.041678122
0,-0.938224749,-1.81994515
0,-0.069969016,1.223909478
0,-0.684585812,-0.827280312
0,-0.436528159,0.849442607
0,0.771362107,0.726515404
0,-0.280232017,-1.049507862
0,0.11788031,-1.153782041
0,-0.416690911,2.466446937
0,0.268560237,0.750975531
0,-0.531268325,-1.007038531
0,-0.518899228,-1.139358537
0,-0.530415764,-1.186429736
0,-1.055167918,-0.876204865
0,-0.459395527,-0.939045724
0,0.91721531,0.842248533
0,-0.556878261,-0.236827131
0,-0.175603869,0.033090469
0,-0.442232103,-0.66277221
0,-0.410451098,-0.470397589
0,-0.846346016,-0.534080579
0,1.789279529,3.431726289
0,-1.315847533,0.126760623
0,-3.205114934,0.427307067
0,-0.33498563,-1.194353343
0,0.128182675,-1.129149495
0,0.096956842,-0.675367435
0,1.742123545,-0.198182857
0,-0.094745197,0.895020411
0,-0.717181214,0.248142918
0,0.349700078,-0.261401293
0,-0.181752788,-0.3698457
0,-0.103247272,-0.527251015
0,0.053672501,-1.275264725
0,2.030907584,3.267773358
0,-0.066537728,-0.109204478
0,-0.7920639,-1.030668794
0,-1.799886482,-0.267232409
0,0.802996402,-0.743039439
0,1.543264723,4.058650227
0,1.787822212,-1.066112086
0,-1.16410284,-1.096646119
0,0.300796573,-0.696975626
0,0.08291034,-0.316602071
0,-1.014531103,0.206780889
0,2.538568786,3.553600398
0,0.573274155,1.416502654
0,2.06455446,3.65132856
0,-0.630524549,1.669713296
0,2.458923139,3.481251201
0,-0.99881225,-1.058749724
0,1.000150419,-1.35958009
0,-0.812253973,-0.590006497
0,-0.460014255,-0.614687378
0,4.151735561,2.516791608
0,-2.51089483,1.704929743
0,3.675051208,-2.113170051
0,-0.074599466,-0.142096752
0,-0.366172515,-0.652761843
0,0.105275083,-0.490751682
0,-0.025293779,-0.808484445
0,0.52300465,-0.506854107
0,-0.378375569,-0.799176818
0,-0.13978631,-0.804784185
0,0.03107042,-0.568870428
0,0.771004968,0.152190676
0,0.771004968,0.152190676
0,0.126442162,0.986524798
0,0.126442162,0.986524798
0,-0.078651409,-0.677401712
0,1.527236257,2.971130236
0,-0.021555942,-0.762424448
0,-1.266531454,0.679056893
0,-0.334713644,-0.738490233
0,-0.907560196,0.590245827
0,0.164225978,-0.328318262
0,-1.450783472,0.143030377
0,-0.358771842,0.582460371
0,0.53350568,0.328510194
0,-0.512782512,-0.321964128
0,0.412903613,-0.178397753
0,0.000447412,-0.233754157
0,-0.901209552,-1.493247633
0,0.499314926,0.489940134
0,-0.157521795,-0.705899745
0,0.072672087,-0.406773993
0,0.359030579,0.781080698
0,-0.491806503,-0.793816653
0,0.11521163,-2.084818215
0,-0.255839873,-0.458778835
0,-1.373037924,-1.417233184
0,-1.737505979,-0.764856786
0,0.501344829,0.190603081
0,0.05742797,-0.256161128
0,-0.693161792,0.287678081
0,-0.684011513,-1.316641009
0,-1.28366868,-0.60066858
0,-0.357546358,0.118457889
0,-0.350313395,-0.690654176
0,-0.013588575,-0.272639327
0,-0.519495311,-0.69388549
0,-0.12665638,-0.240814438
0,-0.703724161,0.591121313
0,0.961049515,-1.158254253
0,2.169532985,1.975177046
0,0.874190792,1.263828899
0,-0.218046938,-0.040815208
0,0.731916899,0.451884984
0,0.878537941,-1.0149888
0,-0.292793015,-0.741961881
0,0.375517468,0.0343865
0,-0.061128176,-0.940619451
0,-0.627077723,-0.829878789
0,-0.048230012,-0.621022503
0,-0.469597132,-0.771008423
0,-0.290109904,-0.729195178
0,-0.34994976,-0.730424749
0,0.94848615,1.184517975
0,-0.663293963,0.140661253
0,0.119592558,-0.47653734
0,-0.056193177,-0.262651199
0,-1.094691298,0.26466797
0,-0.212747476,-0.565844651
0,-0.127246157,-0.913875626
0,-0.413767734,-0.551690159
0,-0.16501076,-0.140004447
0,-0.459586191,-1.003182937
0,-1.061799503,-0.15079159
0,0.432925262,-0.104665121
0,-2.495355765,0.841093847
0,0.169073804,-0.012902711
0,2.367177744,4.045252229
0,1.60591893,-1.746425826
0,0.273309853,-0.43555764
0,-0.059030181,-0.524864951
0,-2.623820724,2.566345173
0,0.069847426,-0.728133435
0,-0.241933479,-0.177943318
0,0.67028083,0.37644407
0,-1.080194102,0.626879259
0,0.094970004,0.752191974
0,0.57177415,0.38638507
0,0.335996122,0.288527162
0,-0.746666183,-0.088170403
0,0.046295447,-0.804691987
0,0.230197876,0.303366493
0,-0.463195047,-1.417208991
0,2.965511429,2.743304656
0,-0.110485839,-1.176100862
0,0.44637648,-0.374308821
0,-0.260967487,0.32947389
0,0.279742091,-0.437384859
0,-0.054542617,-0.525301767
0,0.618272646,-0.613899668
0,-0.900745448,0.002786132
0,-0.001262308,0.375769927
0,-0.660334123,0.389045766
0,-0.182137425,-0.369705352
0,1.149541805,3.936841616
0,0.012612831,-0.892993051
0,0.515582588,-0.740860323
0,0.583520617,-0.829520214
0,-0.715808152,-0.987540106
0,-1.366236079,-0.4564575
0,-1.345215501,-1.279383676
0,-0.723036611,0.151776582
0,0.586426841,0.892221812
0,-0.107908721,-0.220377108
0,0.996237108,1.235733228
0,0.3983899,-0.625176747
0,-0.494184472,-1.360098043
0,-0.816901121,-0.754498401
0,0.528043712,0.542457335
0,-0.02236651,0.348405
0,0.940218751,-0.439779898
0,-0.41396322,1.039375387
0,-0.966958409,-0.048033695
0,-0.237642905,-1.086520493
0,0.077134706,-0.349414037
0,0.18068173,-0.100331802
0,-0.253642244,-0.562808006
0,0.263758393,0.387479679
0,-2.216454988,-0.044818766
0,-0.400196842,0.265557881
0,0.347752705,-0.411685511
0,-0.992751103,0.163484771
0,0.116701567,-0.27832691
0,4.754203586,-3.435022711
0,-1.316010716,-0.713437915
0,-1.14669209,-0.247729459
0,0.16556721,0.828861365
0,-0.108452682,-0.481893463
0,-0.71960071,-0.310427041
0,-0.29490138,-0.21685744
0,-0.453076763,-0.248067696
0,-1.059448499,-0.394678767
0,-0.162849402,-0.180885047
0,-0.185766357,2.251753932
0,0.25346559,-0.511094801
0,-1.413650617,-0.484054298
0,-0.378373922,-0.768231408
0,-0.710713957,-0.85753872
0,-0.265179837,0.520310218
0,-0.709410177,-0.674044236
0,0.535470055,0.35559077
0,-0.337428975,-0.838072522
0,-0.945199662,-0.751257878
0,-0.192121496,0.319095396
0,-0.187392591,-0.206343128
0,-0.74288911,0.412569953
0,-0.425354241,-0.667386885
0,-0.126240175,-0.458849216
0,0.596658754,-1.790763105
0,-0.458580209,-0.548156527
0,0.392615122,-0.057450175
0,-0.077206827,-0.540064368
0,0.38739856,-9.84E-05
0,0.227758613,0.532620007
0,-0.365480484,0.290734518
0,-0.310738312,-0.75020034
0,-0.00658157,-1.071718719
0,0.083870046,-0.090886265
0,-0.643078347,-0.839507652
0,-0.597392218,-0.620498031
0,-1.743645342,-0.328698397
0,-0.929982625,-0.709729821
0,-0.720181938,0.436876386
0,-1.26768722,-0.660693245
0,0.231360119,0.086708787
0,-0.617114493,-0.753429111
0,0.209646373,-0.131444057
0,-0.312457354,1.447191847
0,-0.122693662,-0.220751369
0,-0.660010308,-0.490740859
0,0.015247716,-0.744538396
0,-1.650828939,-0.054507857
0,-0.923514142,-1.290740414
0,2.180941418,3.608860666
0,1.061792884,-0.75137951
0,0.142597396,-0.30336356
0,-0.157787002,2.155948986
0,0.634687669,0.379920598
0,0.21306206,-0.803722538
0,-0.313754557,-0.835054181
0,-0.229006161,-0.938549765
0,0.295817422,-0.111233432
0,0.117624596,0.502916696
0,-0.976417369,1.181461536
0,-0.561346195,-1.027857076
0,0.635410708,-0.150940037
0,1.050264294,-0.307219074
0,-0.119937299,2.361363808
0,0.459226794,-0.709261663
0,-0.603381982,-0.615240449
0,0.275607582,-0.660058356
0,-0.642823462,0.681681496
0,0.297070087,-0.008751517
0,-0.481435274,0.966521941
0,-0.712819502,1.057343485
0,-0.605038811,-0.158180797
0,-0.06184724,-0.080807841
0,-0.250060286,0.80322048
0,-3.154450828,2.270900535
0,-0.401430901,0.835766232
0,0.196540997,-0.234214514
0,-0.494404955,0.294583815
0,-0.411675424,-0.972701902
0,-0.576327762,-1.229831879
0,-1.386409423,0.32702617
0,-1.28296861,-0.318301186
0,0.184354211,0.05051094
0,0.424098982,-0.218881889
0,-0.070080044,-0.391799953
0,-0.068334759,-0.849075596
0,0.481295915,-0.622904603
0,0.046249007,-0.597255179
0,0.36230768,-0.895910392
0,0.25250199,-0.497989867
0,-1.015547099,-0.388849516
0,0.260669841,0.331404303
0,-0.762650338,-0.384575232
0,-0.550190917,-0.772322635
0,-0.283720414,-0.383246938
0,2.646791904,-1.016805136
0,-0.523321671,0.711475421
0,-0.324321556,0.487036373
0,-1.214361943,-0.660671519
0,-1.272689424,0.620450215
0,-0.208438862,-0.571956042
0,-0.766720277,-0.128994266
0,0.264032384,0.151633736
0,-0.354410817,-1.069034171
0,-1.037907327,-0.556044652
0,0.257661291,0.029741852
0,0.563879853,-0.278734449
0,-0.408853925,-0.327946622
0,0.813789688,0.183144897
0,-0.220020875,-0.856301665
0,-1.523895189,-0.715011114
0,-0.586494401,-0.923058947
0,-0.124215257,0.307216101
0,-0.485773479,-0.677905059
0,-0.20758847,-0.814995851
0,0.124871851,0.507163932
0,-0.431861752,-0.215336398
0,-0.761330384,-0.695749001
0,-0.110838098,-0.546887372
0,-1.042355978,0.326012662
